Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B6058,Warbler,South America,Coastal,Windy,Climate Change,12.739358944807066,74.29533328714484,1.0725390028222677,22.044880392453337,2524.75,38.2,43.06,7329,129,30.0,42.4,16,1044.1,14.3,Yes,86,-48.5,Apr,Dec,5,3,GPS,No,24,High,Good,No,Predator,Researcher_B,19.6,Successful,Yes,13,53,Moderate
B6059,Goose,Africa,Urban,Rainy,Feeding,9.88458217703186,-129.59565978473913,-69.41601410752763,138.65431986818072,2379.32,55.7,54.74,4203,556,9.7,0.8,89,989.1,2.2,No,81,-64.0,Oct,Dec,9,6,GPS,Yes,91,High,Good,No,Lost Signal,Researcher_B,19.1,Failed,Yes,2,81,Low
B6060,Stork,North America,Coastal,Rainy,Feeding,45.89292686988426,64.21377650805462,63.01196309761983,-104.66175784714012,2754.28,51.2,51.84,9156,566,5.9,12.7,32,952.2,1.9,No,16,-79.5,Feb,Apr,7,5,Radio,No,226,High,Fair,No,Storm,Researcher_B,5.7,Successful,Yes,71,51,Low
B6061,Warbler,North America,Mountain,Rainy,Avoid Predators,-63.80964995723221,-153.6620416106244,42.7646936533103,-22.044283054543854,3676.67,50.4,55.4,5068,402,-5.0,11.3,89,1018.8,1.3,No,64,-54.6,Mar,Apr,2,9,Radio,Yes,475,Medium,Excellent,Yes,Injury,Researcher_A,21.4,Failed,Yes,38,41,Low
B6062,Goose,Asia,Urban,Stormy,Feeding,20.528719338875874,78.23705031528016,46.93407371844606,39.62262608063165,2402.7,53.2,52.79,9189,797,2.2,25.0,74,1014.5,11.3,Yes,36,-50.3,Oct,Dec,8,3,Satellite,No,34,Low,Excellent,Yes,Lost Signal,Researcher_C,27.2,Successful,No,50,39,High
B6063,Stork,Australia,Grassland,Stormy,Feeding,-5.493687916026573,-63.43021642075966,-57.926664348830755,95.52677344560027,2249.61,53.9,41.68,6344,874,9.0,4.8,66,978.2,8.9,No,81,-65.8,Mar,Nov,10,2,Satellite,No,386,Low,Excellent,Yes,Lost Signal,Researcher_A,19.6,Successful,No,4,76,High
B6064,Hawk,Asia,Urban,Stormy,Feeding,71.45246871139037,-12.294843856824116,-0.8718925024802502,94.2803004332273,3188.61,51.3,51.34,6175,889,-4.1,54.1,75,1042.5,19.1,Yes,12,-89.2,Mar,Jun,13,9,GPS,Yes,172,Medium,Fair,Yes,Storm,Researcher_C,21.5,Failed,No,19,79,Moderate
B6065,Hawk,South America,Coastal,Windy,Breeding,3.5317688213385594,-120.14633485185993,-85.04256984165394,-137.79059208662107,2026.18,55.4,56.1,5930,696,-4.9,25.4,84,971.4,18.6,Yes,48,-69.0,Mar,Dec,8,9,GPS,Yes,280,Low,Excellent,Yes,N/A,Researcher_B,8.3,Failed,No,119,41,Moderate
B6066,Swallow,Europe,Urban,Rainy,Feeding,79.72829533334982,46.02564638431579,-33.28396599632291,-100.1124124623933,3324.93,57.3,56.98,2973,703,10.0,49.9,10,1047.1,1.8,Yes,96,-65.9,Oct,Jun,5,2,GPS,No,68,High,Fair,Yes,Predator,Researcher_C,6.4,Successful,Yes,26,61,Low
B6067,Crane,North America,Mountain,Foggy,Breeding,-26.414461047616804,-58.47565363884951,-27.35648626195332,148.146556971714,1582.62,57.2,43.35,8259,829,6.8,55.3,87,1024.1,1.1,No,41,-50.8,Oct,May,6,7,Radio,Yes,258,Low,Good,Yes,Storm,Researcher_B,12.1,Successful,No,82,81,Low
B6068,Warbler,South America,Coastal,Foggy,Feeding,84.0410471501983,-41.98499782223166,74.46423123661486,-51.2930560330891,3000.69,50.5,47.01,7729,202,28.1,12.2,11,1041.7,5.2,Yes,73,-65.2,Nov,Jun,10,2,Satellite,No,417,Low,Good,No,Predator,Researcher_C,11.5,Failed,No,20,46,Low
B6069,Eagle,Asia,Mountain,Clear,Avoid Predators,67.5284306565182,54.78945298348907,88.70090380764879,-179.02344890580747,2026.59,51.5,56.03,5211,839,-8.7,29.7,41,1002.2,4.5,Yes,15,-66.6,Mar,Mar,14,6,Radio,No,52,Low,Excellent,No,N/A,Researcher_C,19.8,Failed,No,27,46,High
B6070,Stork,Asia,Urban,Clear,Avoid Predators,15.167392152363846,-115.60980195988176,21.19426227897104,-108.07305537120595,2010.78,41.6,50.49,1016,893,24.3,58.2,25,1008.2,11.8,No,43,-64.1,Apr,Jun,11,6,GPS,Yes,156,High,Fair,No,Lost Signal,Researcher_C,13.0,Failed,Yes,75,4,High
B6071,Eagle,North America,Mountain,Foggy,Climate Change,-26.33221200257558,126.72320168600771,3.0183751895984017,169.03875515920532,2697.13,43.7,54.07,8359,189,-0.6,49.3,52,998.1,12.4,Yes,63,-53.6,Mar,Mar,5,5,GPS,No,494,Medium,Fair,Yes,N/A,Researcher_C,21.3,Successful,No,109,80,Low
B6072,Swallow,Asia,Urban,Rainy,Feeding,-22.333795658539216,86.14310600743948,-10.783991831110939,-68.49051613602349,2957.04,60.5,50.82,5306,390,29.6,2.6,46,1014.4,15.4,Yes,91,-73.6,Mar,May,5,8,GPS,Yes,294,High,Fair,Yes,Lost Signal,Researcher_B,17.6,Failed,No,9,54,Low
B6073,Crane,Australia,Wetland,Stormy,Avoid Predators,49.09537556249251,27.982801129738533,-86.70667727071479,40.937237599243275,2846.88,42.2,43.99,3905,501,2.8,58.1,39,1026.6,13.4,Yes,98,-64.0,Mar,Apr,13,3,Radio,Yes,258,Medium,Fair,Yes,Lost Signal,Researcher_A,14.8,Failed,Yes,57,83,Moderate
B6074,Stork,Asia,Urban,Foggy,Avoid Predators,14.513643210428015,-133.80009585031846,54.020978323714985,81.59396406795645,2156.5,38.4,52.37,4883,693,14.8,1.4,10,958.7,16.7,Yes,89,-67.1,Mar,Mar,12,0,Satellite,Yes,367,Medium,Excellent,No,Storm,Researcher_A,25.7,Successful,Yes,95,59,Low
B6075,Goose,Africa,Forest,Foggy,Feeding,-17.71423461552223,67.35948998408853,30.928651940454046,52.769821058689985,2932.39,56.5,57.26,1312,419,1.4,2.0,84,965.9,6.9,Yes,53,-78.8,Mar,Dec,3,7,Satellite,Yes,51,High,Fair,Yes,Predator,Researcher_A,11.2,Successful,Yes,85,93,Moderate
B6076,Warbler,Europe,Mountain,Clear,Climate Change,24.48989305418958,-173.48422604777062,26.871435034813246,-44.07617276786087,2083.28,55.8,48.0,3838,820,8.5,38.7,38,993.0,5.1,No,98,-80.3,Jan,Nov,2,7,Satellite,No,442,Medium,Poor,No,Lost Signal,Researcher_C,5.3,Failed,No,59,89,Low
B6077,Crane,Asia,Mountain,Rainy,Breeding,41.98201162216998,109.58248855221979,55.62781002573004,-25.050558470624736,2373.48,51.7,50.36,9782,637,0.7,38.0,55,998.5,2.3,No,69,-67.6,Mar,Oct,2,0,GPS,No,400,Medium,Good,No,Predator,Researcher_B,11.4,Successful,Yes,98,69,Low
B6078,Hawk,Africa,Grassland,Foggy,Avoid Predators,-85.87790773947613,-70.63282914980691,77.049756287239,121.67471255458992,2211.55,57.8,39.09,1421,197,6.8,49.6,27,1033.5,11.9,Yes,70,-71.5,Feb,Jun,8,3,Radio,Yes,243,High,Fair,No,Lost Signal,Researcher_C,14.3,Failed,Yes,39,28,Low
B6079,Swallow,South America,Grassland,Stormy,Avoid Predators,-73.82469579884818,-137.80384180907535,-19.88459659740127,58.602647310440716,2424.99,32.9,47.03,8315,273,28.9,18.2,47,1040.5,19.2,No,93,-79.5,May,Apr,7,4,Radio,Yes,24,High,Fair,No,Lost Signal,Researcher_B,10.2,Successful,No,110,34,Moderate
B6080,Crane,Asia,Forest,Stormy,Breeding,-72.99262072672575,-120.78397653976916,-13.247478573213911,-171.56330162258803,2229.25,54.1,50.5,4442,584,21.3,29.0,20,998.4,18.0,Yes,56,-67.9,Oct,Nov,4,2,GPS,No,203,Medium,Excellent,No,Storm,Researcher_A,16.1,Failed,Yes,67,29,Low
B6081,Warbler,Australia,Mountain,Windy,Avoid Predators,-48.25191505259975,166.72838346302422,85.52501822949014,-106.75526921214826,2589.71,47.0,48.74,9626,601,5.1,51.3,27,976.4,10.3,Yes,53,-61.0,Mar,Oct,11,3,Radio,No,102,High,Good,Yes,Storm,Researcher_A,13.5,Failed,Yes,75,28,Moderate
B6082,Crane,South America,Mountain,Stormy,Breeding,-13.141720939083484,98.57895042629906,29.596473186572695,-76.93274219882652,1823.48,46.6,47.45,7640,710,28.5,45.3,35,1013.7,17.9,Yes,20,-77.0,Jan,Mar,12,7,Radio,Yes,414,High,Poor,Yes,Predator,Researcher_C,15.0,Failed,Yes,116,8,High
B6083,Warbler,Asia,Grassland,Foggy,Breeding,54.6569818726598,-94.36608959889593,63.24319272701004,-48.42478743730956,2794.73,59.2,44.62,9784,824,-7.7,25.5,62,1016.5,19.6,Yes,17,-76.5,Feb,Apr,4,1,Satellite,Yes,35,High,Fair,Yes,Predator,Researcher_A,13.9,Failed,No,51,20,Moderate
B6084,Hawk,North America,Grassland,Foggy,Climate Change,-26.802173700079663,166.84784764666,-50.11748305132037,27.68174042205922,2248.59,60.6,42.21,7245,564,21.7,51.1,70,969.5,11.7,No,74,-84.1,Mar,Nov,1,2,Radio,No,254,Low,Fair,No,Storm,Researcher_A,10.3,Failed,Yes,31,59,Moderate
B6085,Stork,Africa,Urban,Stormy,Breeding,-86.85399809149115,-129.55763856148434,-32.92646562072815,-48.0561853059408,1972.77,43.1,60.12,1813,547,18.2,28.9,32,985.9,17.2,Yes,32,-69.7,Mar,May,4,2,Satellite,Yes,11,High,Good,No,Lost Signal,Researcher_C,12.0,Failed,No,31,29,High
B6086,Goose,Africa,Coastal,Clear,Breeding,-2.994866468688784,84.06979628451887,-19.511059104852734,117.00428990037477,3016.13,58.4,54.09,7699,305,6.9,31.8,44,1019.3,8.6,Yes,26,-61.4,Oct,Mar,1,2,Radio,No,269,Low,Poor,No,Storm,Researcher_B,6.9,Failed,No,117,21,Low
B6087,Hawk,North America,Mountain,Rainy,Breeding,89.39314717643194,56.42626566684487,-32.95203970180785,-9.41919161866474,3430.36,63.1,52.39,8907,160,8.6,35.2,19,1039.9,10.0,No,93,-78.4,Nov,May,9,1,Radio,Yes,202,High,Poor,No,Injury,Researcher_A,6.8,Successful,Yes,12,95,Moderate
B6088,Goose,Europe,Mountain,Foggy,Breeding,-27.17622078211457,115.73163805880762,69.16446253629584,0.7843561388154114,2778.09,49.8,47.34,5402,356,7.1,22.4,67,996.8,14.6,Yes,50,-70.2,Mar,Apr,8,9,Satellite,No,347,High,Poor,Yes,Injury,Researcher_B,25.5,Successful,No,5,2,High
B6089,Stork,Australia,Urban,Stormy,Avoid Predators,83.02581337811668,-42.588460557645874,2.0718352546556815,-26.13989334720847,2619.79,51.0,46.03,8254,840,18.8,17.2,98,956.2,15.5,No,21,-81.7,Nov,Apr,8,9,GPS,No,261,Medium,Poor,No,Injury,Researcher_B,14.9,Failed,Yes,14,38,Low
B6090,Crane,Africa,Mountain,Stormy,Breeding,-71.75787639544393,-35.33923500812051,81.65647911650495,-68.23211385869527,2305.59,53.8,49.98,5511,396,0.7,40.7,32,985.3,15.8,No,30,-61.5,Apr,Dec,12,5,GPS,No,187,Low,Poor,Yes,Predator,Researcher_B,18.2,Successful,No,43,17,High
B6091,Goose,South America,Forest,Foggy,Avoid Predators,-58.842061577045136,44.84412663940435,-32.1619600412771,80.92804283450437,1834.28,41.5,43.18,7142,210,34.8,9.4,87,1042.0,15.2,Yes,28,-79.7,Apr,Dec,5,0,Satellite,No,450,Medium,Excellent,No,N/A,Researcher_A,16.2,Failed,Yes,84,20,Low
B6092,Swallow,Australia,Grassland,Windy,Feeding,40.34197262622749,-36.6459274925202,-83.29596655258219,-97.35732480622762,2788.37,39.4,50.87,1113,710,-9.9,30.0,55,1039.3,5.5,Yes,34,-79.4,Feb,Nov,5,5,GPS,No,135,Low,Fair,No,Lost Signal,Researcher_C,29.6,Failed,Yes,28,11,Low
B6093,Swallow,Africa,Grassland,Rainy,Feeding,0.21824081472712464,-165.11367862720374,-65.14894445699515,68.21633316653782,1717.93,75.6,48.49,9853,565,11.0,19.1,66,988.2,18.9,Yes,63,-60.4,Sep,Jun,6,9,Radio,No,415,Low,Good,Yes,Injury,Researcher_A,25.6,Successful,No,75,54,High
B6094,Warbler,Europe,Coastal,Foggy,Breeding,47.72192462385951,82.69489145222656,-50.92732212933151,10.69421386351118,2731.69,48.4,53.51,2626,109,0.3,22.8,67,965.1,11.2,No,84,-61.6,Apr,May,13,8,GPS,Yes,321,High,Excellent,Yes,N/A,Researcher_A,29.5,Successful,No,63,93,Moderate
B6095,Hawk,South America,Grassland,Stormy,Climate Change,65.44050210520018,50.74058269984576,25.1945461410631,-143.18523555962884,1635.0,32.8,42.2,6682,256,6.0,27.7,27,1015.5,7.6,Yes,60,-52.6,Oct,Mar,6,5,GPS,Yes,30,High,Excellent,No,Storm,Researcher_B,11.1,Failed,No,47,56,High
B6096,Stork,Australia,Wetland,Windy,Climate Change,-44.804722309013776,-27.463387407846824,-57.40417859500377,-173.53179124200403,2601.42,54.0,51.06,8075,229,28.8,12.2,41,982.9,3.0,Yes,52,-43.7,Nov,Nov,4,3,Satellite,Yes,391,High,Excellent,No,Storm,Researcher_B,19.3,Successful,Yes,13,10,High
B6097,Warbler,South America,Forest,Foggy,Avoid Predators,32.909250679153544,-70.98135808315699,-21.33026568807489,-119.00029621025874,3143.34,56.5,49.21,2226,811,6.1,29.4,16,981.6,8.9,Yes,86,-80.2,May,Mar,11,4,Satellite,Yes,489,Low,Good,No,Lost Signal,Researcher_C,20.7,Successful,No,55,4,Low
B6098,Hawk,North America,Forest,Rainy,Avoid Predators,19.3682225940761,-64.5386982021474,53.169628344392635,93.96751885150792,2682.31,31.1,52.06,3441,453,-0.4,44.1,88,1014.6,12.2,No,12,-56.0,Jan,Nov,10,3,Satellite,No,328,Medium,Fair,No,N/A,Researcher_C,20.6,Failed,No,87,81,Low
B6099,Hawk,Asia,Urban,Windy,Feeding,65.07630525458359,86.77030453624678,-67.54337727695054,-41.54487758211948,3053.59,45.5,46.02,5841,220,6.5,14.1,53,1022.5,16.0,Yes,16,-97.7,Jan,Mar,13,6,GPS,No,246,High,Excellent,Yes,Injury,Researcher_C,15.0,Failed,No,61,60,Moderate
B6100,Warbler,North America,Wetland,Stormy,Avoid Predators,-12.581297890221123,82.4979164326354,-75.51357510577596,109.75554345206797,3236.04,58.2,45.65,9785,686,4.4,51.2,42,991.7,7.2,No,11,-75.8,Jan,Nov,1,1,GPS,Yes,316,Low,Good,Yes,Injury,Researcher_B,28.1,Failed,No,96,80,High
B6101,Eagle,Australia,Mountain,Clear,Climate Change,-80.6633224720812,114.81063132285004,7.194641348051277,0.6860934975256896,2519.79,56.3,42.76,8796,301,12.9,26.1,23,995.6,18.1,No,66,-78.8,Nov,Oct,13,4,Satellite,Yes,426,Low,Fair,No,Lost Signal,Researcher_A,22.1,Successful,Yes,102,70,Low
B6102,Hawk,Asia,Coastal,Rainy,Feeding,13.353502909052153,94.38495416499921,35.652423476492345,-168.21121380330058,3427.03,47.5,38.97,9425,644,30.5,44.7,11,1037.4,17.3,No,42,-73.3,Feb,May,12,2,GPS,Yes,72,Medium,Excellent,No,Lost Signal,Researcher_C,11.3,Successful,Yes,114,66,High
B6103,Eagle,North America,Forest,Windy,Breeding,82.59809744132241,92.85991275818344,73.97157389293335,124.59541492886211,2359.11,40.4,57.29,8153,660,21.3,40.8,87,986.7,17.2,Yes,94,-67.1,Apr,Mar,11,1,Radio,No,299,High,Fair,Yes,Storm,Researcher_B,16.5,Successful,No,111,4,High
B6104,Swallow,Asia,Wetland,Foggy,Avoid Predators,-87.36638768905979,-89.36163574004462,29.155801133379555,157.054836827994,2009.99,61.4,59.99,5832,615,28.3,24.4,62,980.8,19.4,Yes,72,-80.4,Sep,Mar,1,9,Radio,No,323,Medium,Poor,Yes,Predator,Researcher_B,16.1,Successful,Yes,34,77,High
B6105,Swallow,Africa,Wetland,Foggy,Breeding,-46.75356208395817,-143.41948034444502,80.31219800008822,-153.28252716901693,2005.66,38.3,51.3,3292,215,3.6,48.7,36,1020.0,17.1,Yes,62,-66.7,May,May,6,1,Radio,Yes,15,Medium,Fair,Yes,Lost Signal,Researcher_C,21.5,Successful,Yes,86,40,Moderate
B6106,Hawk,South America,Forest,Windy,Avoid Predators,-33.1077978064584,94.2308157729662,-45.98531226923887,-104.99375947729884,2976.7,70.3,55.19,5144,444,-8.7,1.8,80,1007.0,9.7,No,43,-65.1,Sep,Mar,13,7,Radio,Yes,239,Low,Fair,Yes,Injury,Researcher_B,7.8,Failed,No,26,28,Low
B6107,Swallow,Asia,Urban,Foggy,Climate Change,47.85099982037559,-144.49751292392895,-28.47217169966892,77.59905129519575,2377.88,56.1,45.57,8355,663,6.3,15.6,83,962.3,16.2,Yes,12,-54.1,Sep,Apr,4,8,Satellite,Yes,321,High,Good,No,Predator,Researcher_C,11.7,Failed,Yes,33,97,High
B6108,Stork,Africa,Wetland,Windy,Avoid Predators,-31.81015395573086,173.56010590619275,61.07574211961878,178.9831953220999,2282.7,41.6,48.3,8948,225,21.8,0.7,79,1045.2,13.7,No,57,-73.5,Oct,Mar,13,0,Radio,No,34,Medium,Fair,Yes,Storm,Researcher_B,7.4,Failed,Yes,39,80,High
B6109,Eagle,Europe,Grassland,Rainy,Climate Change,-46.9649046246635,135.0321362820025,55.98968767907104,135.46934057409618,2870.15,47.2,49.71,7014,666,2.4,47.6,12,1021.3,3.6,Yes,98,-66.3,Sep,Apr,6,6,GPS,Yes,407,High,Poor,No,Lost Signal,Researcher_A,23.9,Successful,Yes,73,62,High
B6110,Eagle,North America,Wetland,Foggy,Climate Change,26.740442604067397,12.04617669162738,29.6802646506343,-144.37877004209005,1719.94,45.1,47.62,3759,313,2.4,8.1,55,1041.1,3.7,No,45,-68.7,Nov,Nov,13,6,Radio,Yes,267,High,Excellent,No,Storm,Researcher_B,17.4,Successful,Yes,101,86,High
B6111,Hawk,Europe,Mountain,Rainy,Breeding,-81.64704798702007,-53.213916563221886,1.0843750580744285,38.605353940769135,3812.45,51.3,53.78,8266,808,-5.8,24.6,43,980.0,13.1,Yes,97,-63.9,Mar,Dec,5,0,GPS,No,365,Low,Good,No,Lost Signal,Researcher_C,10.9,Failed,Yes,46,89,High
B6112,Swallow,Australia,Forest,Stormy,Avoid Predators,-59.29256520742555,9.663492941074423,-86.81194928391317,59.47333254544466,1915.86,49.3,52.09,1471,225,-0.6,36.6,49,1009.8,6.4,Yes,98,-90.0,Jan,Dec,3,1,Satellite,No,91,Medium,Excellent,Yes,Injury,Researcher_B,19.6,Successful,Yes,96,10,Low
B6113,Goose,Africa,Mountain,Stormy,Breeding,-16.55455883950013,84.34865991721347,-39.520087667316176,47.09955165147397,2807.64,58.0,53.08,2110,531,23.0,58.2,99,974.6,13.9,Yes,58,-56.3,Jan,Oct,10,9,GPS,Yes,100,Medium,Poor,Yes,Predator,Researcher_A,28.3,Successful,Yes,55,35,High
B6114,Warbler,Europe,Urban,Stormy,Climate Change,-25.992006778794405,92.27879228182121,-61.49924900288087,24.501695260219805,2771.41,49.9,58.66,9603,528,12.8,60.0,63,1004.7,15.2,No,78,-83.7,May,Nov,5,9,Radio,No,471,Low,Excellent,Yes,N/A,Researcher_C,17.4,Successful,Yes,39,78,High
B6115,Warbler,Europe,Coastal,Stormy,Climate Change,-27.510152546994625,-153.48024048602966,-80.78853298521646,-74.806596524983,2427.94,48.7,44.62,1708,767,-7.0,52.2,68,1037.4,19.0,Yes,61,-73.7,Jan,Apr,7,1,Radio,No,167,Medium,Poor,Yes,N/A,Researcher_A,15.2,Failed,No,12,1,Moderate
B6116,Eagle,Africa,Grassland,Foggy,Climate Change,-70.46009763846088,109.74747416213421,49.6943494639697,60.6622201438,3054.92,47.2,44.2,4044,416,34.9,32.3,61,1039.3,1.3,No,95,-68.6,Jan,May,10,8,Radio,Yes,151,High,Poor,Yes,Injury,Researcher_A,15.6,Successful,No,46,33,Low
B6117,Hawk,South America,Forest,Windy,Climate Change,-25.048796499036612,50.938949413855994,-66.36382150432286,82.24245574615361,2911.66,58.5,49.18,5583,815,15.5,7.9,59,1048.9,2.2,No,44,-57.6,Feb,Jun,5,5,Satellite,No,193,High,Good,Yes,Storm,Researcher_C,12.9,Successful,Yes,55,69,High
B6118,Hawk,Asia,Wetland,Foggy,Feeding,53.638698958452494,-165.39133899412698,-25.665679299204342,27.275832236117964,2445.17,61.8,50.76,1487,529,-3.0,21.7,45,1048.3,7.0,No,65,-71.6,Oct,Dec,1,6,Radio,No,376,Low,Good,No,Predator,Researcher_C,19.2,Failed,No,108,43,Low
B6119,Stork,Australia,Grassland,Foggy,Climate Change,-15.508043676468859,-67.2619659070355,85.94223794359704,-1.0240104654817515,2813.15,38.7,55.31,1195,822,-7.8,51.9,12,1002.2,16.7,No,70,-75.7,May,May,11,6,Radio,Yes,253,Medium,Fair,Yes,Predator,Researcher_A,7.9,Failed,Yes,80,37,Moderate
B6120,Crane,Australia,Wetland,Rainy,Avoid Predators,15.510813266823291,3.8308927299537174,-16.352383432682558,-101.14900253865187,1398.67,59.5,51.06,5335,866,15.1,57.4,53,981.0,14.7,No,56,-61.7,Apr,Nov,7,7,Radio,Yes,290,Medium,Fair,No,Lost Signal,Researcher_A,10.3,Failed,No,85,14,Low
B6121,Crane,North America,Urban,Windy,Climate Change,-60.55570632288285,-112.15746280602902,-64.52884994029333,16.100651879643948,2299.02,63.6,45.67,8721,828,1.4,39.4,76,1042.8,16.4,No,69,-50.9,Apr,Oct,3,9,Satellite,Yes,362,Low,Fair,Yes,Lost Signal,Researcher_B,9.0,Failed,No,87,15,Low
B6122,Eagle,Asia,Coastal,Clear,Feeding,-77.4519545756563,-124.11340960516029,34.15722776118247,-133.82983204712406,2776.31,44.3,40.43,8057,501,1.3,48.4,76,973.9,12.9,Yes,82,-72.6,May,Apr,1,8,Radio,Yes,157,Low,Good,No,Storm,Researcher_C,11.8,Successful,No,22,1,High
B6123,Warbler,North America,Forest,Clear,Avoid Predators,68.39208754768092,-174.85878074496165,55.78950743802753,-153.82224306440006,2169.52,48.2,48.41,9973,464,12.3,47.9,53,988.7,19.0,No,91,-79.8,Jan,May,12,3,Satellite,No,273,Medium,Good,No,N/A,Researcher_C,23.0,Successful,No,47,9,Low
B6124,Stork,Australia,Urban,Windy,Feeding,-30.35293269372741,148.15822804245306,-39.75287452701002,100.02643044879443,2458.8,47.7,53.32,4794,210,10.9,57.8,37,1049.8,17.2,No,51,-85.0,Nov,Nov,3,0,GPS,Yes,428,High,Good,Yes,Injury,Researcher_C,26.0,Failed,Yes,87,14,Moderate
B6125,Stork,Asia,Urban,Clear,Feeding,-26.939298047736116,-159.8011361891326,55.68318150008733,63.45814762512666,2407.22,55.2,45.46,7952,323,6.2,48.5,37,975.2,5.1,Yes,67,-84.6,May,Nov,13,7,GPS,Yes,276,High,Poor,No,Predator,Researcher_C,29.6,Failed,Yes,117,22,Low
B6126,Stork,Europe,Coastal,Windy,Avoid Predators,67.98381290619452,-48.23588827294955,-41.12620582808694,53.65159560661235,1645.53,44.2,52.16,8277,820,26.4,21.8,35,1012.6,8.2,No,65,-67.3,Nov,May,6,5,Radio,No,280,Medium,Fair,Yes,Injury,Researcher_B,29.5,Successful,No,57,20,Moderate
B6127,Eagle,South America,Urban,Rainy,Feeding,37.39884280357391,-105.92221058226362,34.760130866274636,154.12598085195225,2955.31,61.5,56.3,7595,883,8.0,28.6,25,968.0,8.6,No,79,-72.8,Jan,Dec,2,6,GPS,Yes,317,Medium,Fair,No,Lost Signal,Researcher_B,17.6,Successful,Yes,61,75,Moderate
B6128,Crane,Europe,Urban,Rainy,Climate Change,46.12728797777032,86.77191679465005,-67.53534848217623,-42.92182214241157,2564.58,26.6,41.0,1191,152,10.2,14.7,20,970.3,13.5,Yes,55,-62.3,Oct,Dec,1,0,Satellite,No,89,Low,Fair,No,N/A,Researcher_A,23.2,Successful,Yes,50,94,Moderate
B6129,Warbler,South America,Wetland,Foggy,Breeding,32.760627150179275,74.58647669335238,-12.991869221646368,-36.09647225721193,1911.04,49.0,56.74,9028,775,18.3,9.4,41,960.4,14.1,No,26,-73.6,Sep,Apr,12,3,Radio,Yes,217,Medium,Fair,Yes,Storm,Researcher_C,8.1,Failed,No,23,44,Moderate
B6130,Stork,Africa,Mountain,Clear,Breeding,-70.95739593752346,110.24006830631316,3.6889101298001066,-31.05111435363162,3424.03,47.6,57.75,8379,540,22.2,21.2,35,954.7,6.1,No,78,-90.1,Feb,Dec,5,9,Satellite,No,219,Medium,Good,Yes,Lost Signal,Researcher_A,14.7,Successful,No,66,51,Low
B6131,Warbler,North America,Wetland,Windy,Breeding,82.43924779012099,42.050988448194516,40.551043922845025,-12.498087356453027,2594.62,44.1,43.29,8117,325,6.7,40.4,16,1030.7,13.6,No,73,-73.0,Sep,Apr,11,2,GPS,Yes,435,Medium,Good,Yes,N/A,Researcher_B,25.3,Successful,Yes,116,57,Moderate
B6132,Swallow,North America,Coastal,Rainy,Avoid Predators,73.64453168302697,32.99513772000063,27.005614177959373,4.623476114172092,2619.74,54.8,56.9,1386,610,13.4,35.6,55,1035.9,3.5,No,20,-73.5,Oct,Mar,4,1,GPS,No,72,High,Poor,Yes,N/A,Researcher_B,9.0,Successful,No,2,34,High
B6133,Hawk,Africa,Grassland,Foggy,Avoid Predators,-47.4803771703382,-33.4401424301216,63.60170400236828,100.0862755524605,2451.96,50.6,50.09,5078,133,12.6,45.1,44,953.9,6.8,Yes,39,-68.4,Apr,Mar,1,3,GPS,Yes,425,Medium,Excellent,No,N/A,Researcher_C,21.1,Failed,No,9,11,High
B6134,Hawk,Asia,Coastal,Clear,Avoid Predators,54.718954405891424,49.08913203919255,-56.82760777591436,-101.62680830687314,3452.96,52.4,51.77,3914,704,29.6,53.7,54,1024.2,5.2,No,22,-74.4,Feb,Jun,13,7,GPS,Yes,377,Medium,Excellent,Yes,Injury,Researcher_B,25.5,Successful,Yes,53,39,High
B6135,Warbler,Africa,Coastal,Clear,Breeding,-16.3086423304824,-138.5259894119689,29.024378809487246,-23.729602093389815,2966.23,54.2,39.89,9439,729,8.8,3.0,43,966.3,19.0,No,13,-72.2,Sep,Nov,12,6,Satellite,Yes,16,High,Excellent,No,Lost Signal,Researcher_B,26.2,Successful,Yes,3,35,Moderate
B6136,Goose,Australia,Coastal,Clear,Breeding,33.07805421560694,66.42462571278648,-67.00498158245668,1.8458520755671657,2148.88,68.4,47.53,4959,124,10.7,15.0,37,983.9,11.9,Yes,60,-77.8,May,Dec,4,4,Radio,No,81,High,Poor,No,N/A,Researcher_B,23.8,Successful,Yes,32,10,Low
B6137,Goose,Africa,Coastal,Rainy,Avoid Predators,-60.19146003361788,-142.59680716928833,-3.9456141915728438,-119.11763754054027,1461.6,72.8,48.56,3112,685,15.9,46.8,68,959.0,11.9,No,24,-87.6,Nov,Oct,13,3,Radio,Yes,49,Medium,Excellent,Yes,Storm,Researcher_B,8.4,Successful,No,94,77,High
